ts,tns,target_x,target_y,target_z,inter_x,inter_y,inter_z,target_v,inter_vx,inter_vy,inter_vz,inter_v,inter_g_yaw_rate,inter_g_yaw_rate,inter_g_yaw,yolo_x,yolo_y,yolo_depth,gimbal_neut,inter_pitch,inter_yaw
0,449289798,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.18976e-05,0,0,0.0,0,-0.00036485370947061,3.085492448010717
0,460876941,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.18976e-05,0,0,0.0,0,-0.00036485370947061,3.085492448010717
0,480754137,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.18976e-05,0,0,0.0,0,-0.00036485370947061,3.085492448010717
0,492479085,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.21367e-05,0,0,0.0,0,-0.00036485370947061,3.085492448010717
0,509570121,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.21367e-05,0,0,0.0,0,-0.00036663271021110844,3.08386750618485
0,527734518,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.21367e-05,0,0,0.0,0,-0.00036663271021110844,3.08386750618485
0,547828435,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.21367e-05,0,0,0.0,0,-0.00036663271021110844,3.08386750618485
0,560649156,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.21367e-05,0,0,0.0,0,-0.00036663271021110844,3.08386750618485
0,578363656,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.21367e-05,0,0,0.0,0,-0.00036663271021110844,3.08386750618485
0,596971750,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.23833e-05,0,0,0.0,0,-0.00036663271021110844,3.08386750618485
0,613464355,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.23833e-05,0,0,0.0,0,-0.00036663271021110844,3.08386750618485
0,629938364,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.23833e-05,0,0,0.0,0,-0.00036663271021110844,3.08386750618485
0,644465923,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.23833e-05,0,0,0.0,0,-0.00036663271021110844,3.08386750618485
0,661808967,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.23833e-05,0,0,0.0,0,-0.00036663271021110844,3.08386750618485
0,678372859,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.23833e-05,0,0,0.0,0,-0.00036663271021110844,3.08386750618485
0,697118043,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.23833e-05,0,0,0.0,0,-0.00036663271021110844,3.08386750618485
0,712740421,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.26166e-05,0,0,0.0,0,-0.00036663271021110844,3.08386750618485
0,729876279,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.26166e-05,0,0,0.0,0,-0.00036663271021110844,3.08386750618485
0,744931936,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.26166e-05,0,0,0.0,0,-0.0003656981862151429,3.082350567975316
0,759458065,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.26166e-05,0,0,0.0,0,-0.0003656981862151429,3.082350567975316
0,777565002,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.26166e-05,0,0,0.0,0,-0.0003656981862151429,3.082350567975316
0,797142744,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.26166e-05,0,0,0.0,0,-0.0003656981862151429,3.082350567975316
0,812603712,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.28006e-05,0,0,0.0,0,-0.0003656981862151429,3.082350567975316
0,827412843,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.28006e-05,0,0,0.0,0,-0.0003656981862151429,3.082350567975316
0,845420837,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.28006e-05,0,0,0.0,0,-0.0003656981862151429,3.082350567975316
0,864821195,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.28006e-05,0,0,0.0,0,-0.0003656981862151429,3.082350567975316
0,879258394,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.28006e-05,0,0,0.0,0,-0.0003656981862151429,3.082350567975316
0,895849943,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.28006e-05,0,0,0.0,0,-0.0003656981862151429,3.082350567975316
0,912718296,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.30389e-05,0,0,0.0,0,-0.0003656981862151429,3.082350567975316
0,927228450,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.30389e-05,0,0,0.0,0,-0.0003656981862151429,3.082350567975316
0,944818258,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.30389e-05,0,0,0.0,0,-0.0003656981862151429,3.082350567975316
0,964831113,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.30389e-05,0,0,0.0,0,-0.0003656981862151429,3.082350567975316
0,979757308,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.30389e-05,0,0,0.0,0,-0.0003656981862151429,3.082350567975316
0,996824979,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.30389e-05,0,0,0.0,0,-0.00037034682463867524,3.0812024633076525
1,11269330,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.32847e-05,0,0,0.0,0,-0.00037034682463867524,3.0812024633076525
1,29986381,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.32847e-05,0,0,0.0,0,-0.00037034682463867524,3.0812024633076525
1,43865680,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.32847e-05,0,0,0.0,0,-0.00037034682463867524,3.0812024633076525
1,63103914,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.32847e-05,0,0,0.0,0,-0.00037034682463867524,3.0812024633076525
1,79332351,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.32847e-05,0,0,0.0,0,-0.00037034682463867524,3.0812024633076525
1,93455791,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.32847e-05,0,0,0.0,0,-0.00037034682463867524,3.0812024633076525
1,110241174,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.35185e-05,0,0,0.0,0,-0.00037034682463867524,3.0812024633076525
1,129083633,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.35185e-05,0,0,0.0,0,-0.00037034682463867524,3.0812024633076525
1,147379159,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.35185e-05,0,0,0.0,0,-0.00037034682463867524,3.0812024633076525
1,159995555,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.35185e-05,0,0,0.0,0,-0.00037034682463867524,3.0812024633076525
1,178610324,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.35185e-05,0,0,0.0,0,-0.00037034682463867524,3.0812024633076525
1,196192026,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.35185e-05,0,0,0.0,0,-0.00037034682463867524,3.0812024633076525
1,214673757,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.37003e-05,0,0,0.0,0,-0.00037034682463867524,3.0812024633076525
1,226181268,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.37003e-05,0,0,0.0,0,-0.00037034682463867524,3.0812024633076525
1,246882200,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.37003e-05,0,0,0.0,0,-0.00034458728623589467,3.0801680843022208
1,262454748,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.37003e-05,0,0,0.0,0,-0.00034458728623589467,3.0801680843022208
1,281165838,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.37003e-05,0,0,0.0,0,-0.00034458728623589467,3.0801680843022208
1,292477846,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.37003e-05,0,0,0.0,0,-0.00034458728623589467,3.0801680843022208
1,315546989,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.39378e-05,0,0,0.0,0,-0.00034458728623589467,3.0801680843022208
1,327191829,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.39378e-05,0,0,0.0,0,-0.00034458728623589467,3.0801680843022208
1,342525959,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.39378e-05,0,0,0.0,0,-0.00034458728623589467,3.0801680843022208
1,364049911,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.39378e-05,0,0,0.0,0,-0.00034458728623589467,3.0801680843022208
1,377372264,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.39378e-05,0,0,0.0,0,-0.00034458728623589467,3.0801680843022208
1,396064519,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.39378e-05,0,0,0.0,0,-0.00034458728623589467,3.0801680843022208
1,413079023,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.41833e-05,0,0,0.0,0,-0.00034458728623589467,3.0801680843022208
1,428183555,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.41833e-05,0,0,0.0,0,-0.00034458728623589467,3.0801680843022208
1,445686578,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.41833e-05,0,0,0.0,0,-0.00034458728623589467,3.0801680843022208
1,463222503,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.41833e-05,0,0,0.0,0,-0.00034458728623589467,3.0801680843022208
1,478602409,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.41833e-05,0,0,0.0,0,-0.00034458728623589467,3.0801680843022208
1,497109651,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.41833e-05,0,0,0.0,0,-0.0003405070165173521,3.079377726712499
1,513733386,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.44113e-05,0,0,0.0,0,-0.0003405070165173521,3.079377726712499
1,531508684,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.44113e-05,0,0,0.0,0,-0.0003405070165173521,3.079377726712499
1,544263601,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.44113e-05,0,0,0.0,0,-0.0003405070165173521,3.079377726712499
1,558472633,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.44113e-05,0,0,0.0,0,-0.0003405070165173521,3.079377726712499
1,579004764,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.44113e-05,0,0,0.0,0,-0.0003405070165173521,3.079377726712499
1,597103357,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.44113e-05,0,0,0.0,0,-0.0003405070165173521,3.079377726712499
1,608410358,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.46015e-05,0,0,0.0,0,-0.0003405070165173521,3.079377726712499
1,630048274,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.46015e-05,0,0,0.0,0,-0.0003405070165173521,3.079377726712499
1,646726846,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.46015e-05,0,0,0.0,0,-0.0003405070165173521,3.079377726712499
1,660201311,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.46015e-05,0,0,0.0,0,-0.0003405070165173521,3.079377726712499
1,678051471,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.46015e-05,0,0,0.0,0,-0.0003405070165173521,3.079377726712499
1,696552038,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.46015e-05,0,0,0.0,0,-0.0003405070165173521,3.079377726712499
1,709942817,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.48487e-05,0,0,0.0,0,-0.0003405070165173521,3.079377726712499
1,728110313,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.48487e-05,0,0,0.0,0,-0.0003405070165173521,3.079377726712499
1,749220609,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.48487e-05,0,0,0.0,0,-0.00033555048867141805,3.0786354104664664
1,759828567,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.48487e-05,0,0,0.0,0,-0.00033555048867141805,3.0786354104664664
1,778810024,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.48487e-05,0,0,0.0,0,-0.00033555048867141805,3.0786354104664664
1,798507213,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.48487e-05,0,0,0.0,0,-0.00033555048867141805,3.0786354104664664
1,809481382,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.50845e-05,0,0,0.0,0,-0.00033555048867141805,3.0786354104664664
1,826860904,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.50845e-05,0,0,0.0,0,-0.00033555048867141805,3.0786354104664664
1,847202539,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.50845e-05,0,0,0.0,0,-0.00033555048867141805,3.0786354104664664
1,863434553,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.50845e-05,0,0,0.0,0,-0.00033555048867141805,3.0786354104664664
1,876184225,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.50845e-05,0,0,0.0,0,-0.00033555048867141805,3.0786354104664664
1,893135547,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.50845e-05,0,0,0.0,0,-0.00033555048867141805,3.0786354104664664
1,910634994,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.53108e-05,0,0,0.0,0,-0.00033555048867141805,3.0786354104664664
1,928812742,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.53108e-05,0,0,0.0,0,-0.00033555048867141805,3.0786354104664664
1,943472385,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.53108e-05,0,0,0.0,0,-0.00033555048867141805,3.0786354104664664
1,960550546,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.53108e-05,0,0,0.0,0,-0.00033555048867141805,3.0786354104664664
1,979908704,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.53108e-05,0,0,0.0,0,-0.00033555048867141805,3.0786354104664664
2,108718,0.0,0.0,-0.027,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.53108e-05,0,0,0.0,0,-0.00033555048867141805,3.0786354104664664
2,14181137,0.0,0.0,-0.006,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.55002e-05,0,0,0.0,0,-0.0003376574895811639,3.078147725262914
2,26262998,0.0,0.0,-0.006,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.55002e-05,0,0,0.0,0,-0.0003376574895811639,3.078147725262914
2,47526597,0.0,0.0,-0.006,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.55002e-05,0,0,0.0,0,-0.0003376574895811639,3.078147725262914
2,61981678,0.0,0.0,-0.006,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.55002e-05,0,0,0.0,0,-0.0003376574895811639,3.078147725262914
2,79749822,0.0,0.0,-0.006,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.55002e-05,0,0,0.0,0,-0.0003376574895811639,3.078147725262914
2,93765974,0.0,0.0,-0.006,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.55002e-05,0,0,0.0,0,-0.0003376574895811639,3.078147725262914
2,112586021,0.0,0.0,-0.006,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.57417e-05,0,0,0.0,0,-0.0003376574895811639,3.078147725262914
2,127265453,0.0,0.0,-0.006,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.57417e-05,0,0,0.0,0,-0.0003376574895811639,3.078147725262914
2,146852970,0.0,0.0,-0.006,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.57417e-05,0,0,0.0,0,-0.0003376574895811639,3.078147725262914
2,162814140,0.0,0.0,-0.006,0.0,0.0,-0.038,0.0,0.0,0.0,0.0,0.0,-0.001949,-0.001949,-4.57417e-05,0,0,0.0,0,-0.0003376574895811639,3.078147725262914
